voter_name,voter_id,voter_url,voter_role,voter_nationality,voter_gender,poll_category,voter_title,film_count,voter_comments
Jan Svěrák,982,https://www2.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/982,Director,Czech Republic,Male,directors poll,Kolja,10,
Ognjen Svilicic,1096,https://www2.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1096,Director,Croatia,Male,directors poll,Armin,10,"Ordet: This film gives us an answer to important question: Is there a God? And Dreyer says yes, there is."
Joe Swanberg,998,https://www2.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/998,Director,US,Male,directors poll,V/H/S; LOL,10,"Of course I love Citizen Kane and The Godfather, and Hitchcock and Renoir, but these are the ten films I would take to a desert island. They’ve all made my life better, and continue to inspire me. I’ve limited myself to one film per director, or else Rohmer, Altman and Pialat would have more films on the list. I’m ashamed that there aren’t any women present, but Claire Denis and Catherine Breillat would be on there if I had a few more slots. I also left Stop Making Sense, Gimme Shelter and The Last Waltz off the list, but they’re among my all-time favourites."
Matthew Sweet,322,https://www2.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/322,critic,UK,Male,critics poll,Historian; broadcaster,10,"Lord, this was painful. I feel the ghosts of Hitchcock, Billy Wilder and Cavalcanti will be gathering to push me down the stairs tonight. Looking at this list it seems clear that I have a problematic relationship with colour, though I’ll say in my defence that so much in the cinema of the last 50 years seems a refinement or a reworking of work from its first 50 – and the echoes of these ten films are, I think, everywhere in contemporary film. And a picture from the 1980s or after still feels too young for canonical status."
Bálint Szalóky,775,https://www2.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/775,critic,Hungary,Male,critics poll,"Editior-in chief, Mozinet Magazine",10,"Freaks is a cult masterpeace truly ahead of its time. Rear Window is Hitchcock at his best: an ode to voyeurism and also one of the most memorable thrillers ever made. Fellini made many great movies but La strada one may be his most lovely – even with its dark tone. The Searchers redefines the Western. John Ford and The Duke at their best. Mulligan may be a one-hit wonder, but To Kill a Mockingbird is a movie that I want my children to see. One of the best novel adaptations ever made, and Atticus Finch is the definition of a true hero. Rafelson and Nicholson worked together many times but Five Easy Pieces is definitely their best. It’s also a groundbreaking movie of the 1970s. With The Godfather: Part II, Coppola may be the only director who surpassed his own masterpeace. Even without Marlon Brando. Taxi Driver is Scorsese at his best: it captures what America felt after the Vietnem War. The Sweet Hereafter is a touching story told in Egoyan’s style with Mychael Danna uplifting score. The black-and-white romantic tale The Girl on the Bridge is the only great film by Patrice Leconte, but one masterpeace is more than enough. This is another movie that made me become a film critic."
Malgorzata Szumowska,1044,https://www2.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1044,Director,Poland,Female,directors poll,Happy Man; 33 Scenes from Life,10,
Mika Taanila,1072,https://www2.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1072,Director,Finland,Male,directors poll,Optical Sound; Futuro,10,"
	My list is done very intuitively, typing down simply the first films that come across strolling down my memory lane when considering the sheer shaking and trembling effect they’ve caused. Or ”quickening the heart”, as Chris Marker puts it in Sans Soleil."
Patrick Tam,1108,https://www2.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1108,Director,Hong Kong,Male,directors poll,Ming Jian; Fu Zi,10,"These are the ten films that I have always loved, that I have found most inspiring and can always learn from, spiritually, creatively, humanely and cinematically. Cinema with original visions that have created a horizon where life is magnificently manifested, through a balance consistently maintained between emotion and conception, art and technology, form and content. In short, ageless classics."
Gerwin Tamsma,576,https://www2.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/576,programmer,Netherlands,Male,critics poll,"Programmer, International Film Festival Rotterdam",10,"
	All dead men. This next century is female, of course."
Quentin Tarantino,1134,https://www2.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1134,Director,US,Male,directors poll,Reservoir Dogs; Pulp Fiction,12,
Gary Tarn,952,https://www2.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/952,Director,UK,Male,directors poll,Black Sun; The Prophet,10,"2001: A Space Odyssey: I remember being dropped off at the cinema, with my best friend. We were about seven years old, the cinema was almost empty. I didn’t understand the film then, and I’m not sure I do now, which is probably why I keep coming back to it. But I thought it was a most extraordinary experience, both visually and sonically, and it has stayed with me throughout my life."
Béla Tarr,895,https://www2.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/895,Director,Hungary,Male,directors poll,The Turin Horse; Sátántangó,10,
Alan Tasciyan,835,https://www2.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/835,critic,Turkey,Female,critics poll,"Vice-president, FIPRESCI International Critics' Circle",10,"Choosing only ten films has really been a very painful process for me. I feel like a mother who left his children behind! But I chose among my personal favourites, poetic films full of art and love."
Amy Taubin,819,https://www2.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/819,critic,US,Female,critics poll,Film critic; Artforum,10,"Ridiculous exercise! Shouldn’t it be 25 greatest by now? How can I leave out Late Spring, Topsy-Turvy, A Woman Under the Influence, Inland Empire, Germany Year Zero, L’Age d’or, L’Atalante, Barry Lyndon, Killer of Sheep, Orpheus, Xala, Imitation of Life, The Uncertainty Principle, Fear Eats the Soul, Angry Harvest and on and on. Or perhaps I should have named only Histoire(s) du cinéma – no more idiosyncratic than this list, and far more generous."
Matthew Taylor,321,https://www2.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/321,critic,UK,Male,critics poll,Film critic,10,
"Marcel Štefančič, jr",365,https://www2.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/365,critic,Slovenia,Male,critics poll,"Film critic, Mladina magazine, Ljubljana",10,"Well, I was sitting there – shortshortshortshortlisting. 
Should I go with Man With a Movie Camera or Battleship Potemkin (or maybe Happiness)? I went with Man With a Movie Camera. I recently saw it at Dokufest in Prizren, Kosovo, in the cinema – called River without Name, which is literally in the river – and I must say, the film still flows. 
Should I go with Casablanca or The Third Man (or maybe Detour)? I went with Casablanca. Here, all is said and done by people who were born to say and do precisely that. 
Should I go with Psycho or Persona (or maybe Flaming Creatures)? I went with Psycho. It still has a future. 
Should I go with Fires on the Plain or Seven Samurai (or maybe Ugetsu)? I went with Fires on the Plain. With this film the (old) world ended in 1959. (A new one started via Psycho and Breathless – and they were both based on movies, not on the ‘real world’). 
Should I go with La Jétee or La Règle du jeu (or maybe Alphaville)? I went with La Jétee. The thing that happened to that boy happens to me – and I guess to everybody – each time I watch movies (yeah, flicks are funerals, not festivities). 
Should I go with The Good, the Bad and the Ugly or Paisan (or maybe La dolce vita)? I went with The Good, the Bad and the Ugly. It’s the only film that could go on forever (without losing a reason for going on forever). 
Should I go with The Wild Bunch or The Searchers (or High Noon)? I went with The Wild Bunch. I saw it in 1971, just before I hit 11, in Logatec, a small town in Slovenia with a cinema and nothing else. What were the chances that I would not take it with me wherever I went? 
Should I go with The Godfather or Nashville (or maybe Chinatown)? I went with The Godfather. I could go with Nashville or Chinatown, but the sequels to those two were so bad. 
Should I go with Blade Runner or Metropolis (or 2001: A Space Odyssey)? I went with Blade Runner. No apologies: Metropolis and 2001: A Space Odyssey are only dreaming that they’re Blade Runner. 
And finally, should I go with Reservoir Dogs or No Country for Old Men (or Oldboy)? I went with Reservoir Dogs. Tarantino was a hope: was there ever a better defender of the idea that film history is not a failed project? Oh, and the whole idea of debating movies – and shortlisting them – while killing and dying and realising that your survival depends on the number of films you’ve seen? Doesn’t Reservoir Dogs – a film about the shortlisting of film history – exactly prove how painful and deadly the shortlisting of film history can be? 
But alas, when I came to the end of my shortlisting of film history, I realised that I had lost Citizen Kane, even though I’m willing to admit that Citizen Kane is the ‘greatest film ever’ for obvious reasons: Citizen Kane is the only film that fits the genre of ‘the greatest film ever’ – the only film that was made to be ‘the greatest film ever’ and that was marketed and publicised as such, because it was, as we well know, the only way for Orson Welles and his film to survive the onslaught of the offended William Randolph Hearst’s publishing empire."
